Race/Ethnicity,Sex,Department,Age,Hourly Rate,Regular/Temporary,Employee Status
Asian,M,Seattle Dept of Transportation,51,86.98,R,A
Asian,M,Parks & Recreation,38,31.63,R,A
Asian,F,Education & Early Learning,46,47.97,R,A
Asian,F,Finance & Admin Services,58,24.28,T,A
Asian,F,Human Services Department,19,16,T,A
Asian,F,Seattle Dept of Transportation,24,20.3,T,A
Asian,M,Seattle City Light,64,54.9,R,A
Asian,M,Seattle Dept of Transportation,36,58.53,R,A
Asian,M,Fire Department,36,25.17,R,A
Asian,M,Human Services Department,19,16,T,A
Asian,M,Seattle Dept of Transportation,22,32.94,T,A
Asian,M,Seattle Public Library,35,21.72,R,A
Asian,M,Police Department,37,30.71,R,A
Asian,F,Arts & Culture,23,20.48,T,A
Asian,F,Human Services Department,21,16,T,A
Asian,F,Human Services Department,18,16,T,A
Asian,M,Seattle Dept of Transportation,49,27.8,T,A
Asian,M,Construction & Inspections,41,52.18,R,A
Asian,F,Parks & Recreation,35,41.06,R,A
Asian,F,Information Technology,36,55,R,A
Asian,M,Seattle Public Library,47,24.53,R,A
Asian,M,Seattle City Light,55,91.7589,R,A
Asian,F,Information Technology,52,55.68,R,A
Asian,M,Police Department,52,57.96,R,A
Asian,M,Parks & Recreation,57,60.938,R,A
Asian,M,Police Department,63,59.198,R,A
Asian,F,Seattle Public Library,16,16,R,A
Asian,M,Seattle City Light,51,54.9,R,A
Asian,F,Human Services Department,34,31.63,R,A
Asian,M,Fire Department,56,66.38,R,A
Asian,M,Fire Department,37,39.76,R,A
Asian,F,Education & Early Learning,38,35.43,R,A
Asian,F,Human Services Department,17,16,T,A
Asian,F,Fire Department,63,34.07,R,A
Asian,M,Police Department,54,60.26,R,A
Asian,F,Seattle City Light,56,53.07,R,A
Asian,F,Seattle City Light,43,52.23,R,A
Asian,M,Seattle City Light,56,67.8149,R,A
Asian,M,Office of Housing,29,34.76,R,A
Asian,F,Seattle Public Library,16,16,R,A
Asian,M,Seattle Dept of Transportation,34,26.09,R,A
Asian,F,Seattle City Light,70,35.43,R,A
Asian,M,Information Technology,63,59.093,R,A
Asian,F,Planning & Comm Development,36,53,R,A
Asian,M,Seattle Dept of Transportation,36,58.53,R,A
Asian,M,Information Technology,55,66.413,R,A
Asian,M,Seattle City Light,16,16,T,A
Asian,F,Seattle City Light,30,20.3,T,A
Asian,M,Seattle Public Utilities,60,44.51,R,A
Asian,F,Seattle Public Library,54,33.32,R,A
Asian,M,Seattle Public Library,36,27.27,R,A
Asian,M,Seattle Public Utilities,50,16.14,R,A
Asian,F,Police Department,59,27.18,R,A
Asian,F,Construction & Inspections,41,36.66,R,A
Asian,M,Construction & Inspections,57,43.51,R,A
Asian,F,Human Services Department,18,16,T,A
Asian,F,Law Department,58,28.74,R,A
Asian,M,Human Services Department,18,16,T,A
Asian,M,Parks & Recreation,63,26.09,R,A
Asian,M,Seattle Public Utilities,47,50.18,R,A
Asian,M,Information Technology,31,52.046,R,A
Asian,F,Information Technology,49,61.136,R,A
Asian,M,Seattle Public Utilities,54,27.42,R,A
Asian,F,Police Department,39,35.7,R,A
Asian,F,Construction & Inspections,53,49.91,R,A
Asian,M,Seattle Dept of Human Resource,66,48.879,T,A
Asian,F,Seattle City Light,46,62.26,R,A
Asian,F,Seattle Dept of Transportation,46,40.48,R,A
Asian,F,Seattle Public Utilities,20,16.56,T,A
Asian,F,Human Services Department,51,22.59,T,A
Asian,M,Human Services Department,18,16,T,A
Asian,F,Seattle Public Utilities,28,20.3,T,A
Asian,M,Parks & Recreation,72,22.19,T,A
Asian,F,Parks & Recreation,59,29.89,R,A
Asian,M,Information Technology,49,51.5,R,A
Asian,M,Finance & Admin Services,27,28.55,R,A
Asian,M,Seattle City Light,45,50.36,R,A
Asian,M,Police Department,56,57.2,R,A
Asian,F,Finance & Admin Services,39,47.08,R,A
Asian,F,Seattle City Light,38,41.26,R,A
Asian,F,Seattle Public Utilities,40,24.28,R,A
Asian,M,Seattle City Light,45,58.76,R,A
Asian,M,Seattle Dept of Transportation,43,63.1,R,A
Asian,M,Seattle City Light,57,64.61,R,A
Asian,M,Seattle City Light,61,56.66,R,A
Asian,M,Seattle City Light,51,26.86,R,A
Asian,F,Police Department,24,28.99,R,A
Asian,M,Seattle Dept of Transportation,61,30.7,R,A
Asian,M,Municipal Court,47,54.625,R,A
Asian,F,Information Technology,47,58.611,R,A
Asian,M,Police Department,55,58.22,R,A
Asian,M,Human Services Department,39,31.63,R,A
Asian,M,Seattle Dept of Transportation,25,40.43,R,A
Asian,M,Police Department,66,61.02,R,A
Asian,M,Information Technology,46,61.5,R,A
Asian,M,Fire Department,30,30.88,R,A
Asian,F,Seattle City Light,33,52.92,R,A
Asian,M,Police Department,42,55.91,R,A
Asian,M,Parks & Recreation,31,26.09,R,A
Asian,F,Legislative Department,56,90.0354,R,A
Asian,F,Employees' Retirement System,55,48.09,R,A
Asian,F,Seattle Public Utilities,56,22.59,T,A
Asian,M,Seattle City Light,54,50.18,R,A
Asian,M,Parks & Recreation,66,26.09,R,A
Asian,M,Seattle City Light,35,62.26,R,A
Asian,F,Seattle Dept of Transportation,41,55.56,R,A
Asian,M,Seattle City Light,46,54.9,R,A
Asian,F,Human Services Department,50,41.89,R,A
Asian,F,Fire Department,57,31.87,R,A
Asian,F,Seattle Dept of Transportation,51,25.17,T,A
Asian,M,Seattle Dept of Transportation,32,31.51,R,A
Asian,F,Seattle Public Library,28,23.46,R,A
Asian,F,Parks & Recreation,50,36.28,R,A
Asian,F,Seattle City Light,42,46.13,R,A
Asian,F,Finance & Admin Services,59,60.673,R,A
Asian,M,Seattle Public Utilities,50,58.53,R,A
Asian,M,Human Services Department,16,16,T,A
Asian,F,Finance & Admin Services,40,46.13,R,A
Asian,F,Human Services Department,19,16,T,A
Asian,M,Human Services Department,34,40.34,R,A
Asian,M,Human Services Department,19,16,T,A
Asian,M,Seattle Dept of Transportation,39,65.77,R,A
Asian,M,Police Department,57,62.81,R,A
Asian,F,Seattle City Light,60,27.18,R,A
Asian,F,Municipal Court,26,25.17,R,A
Asian,F,Information Technology,37,67.05,R,A
Asian,M,Police Department,63,30.71,R,A
Asian,M,Seattle City Light,30,35.62,R,A
Asian,F,Police Department,59,48.09,R,A
Asian,M,Police Department,31,52.85,R,A
Asian,M,Parks & Recreation,59,30.39,R,A
Asian,M,Parks & Recreation,23,16.11,T,A
Asian,F,Finance & Admin Services,61,38.06,R,A
Asian,M,Seattle Center,56,25.17,R,A
Asian,M,Construction & Inspections,56,44.46,R,A
Asian,F,Seattle City Light,49,29.89,R,A
Asian,M,Parks & Recreation,39,26.09,R,A
Asian,M,Seattle Public Utilities,39,37.59,R,A
Asian,F,Seattle City Light,44,48.09,R,A
Asian,F,Seattle City Light,55,48.09,R,A
Asian,F,Parks & Recreation,49,46.5,R,A
Asian,F,Finance & Admin Services,55,33.01,R,A
Asian,M,Seattle City Light,47,62.26,R,A
Asian,M,Seattle Public Utilities,49,49.5,R,A
Asian,M,Information Technology,23,45,R,A
Asian,F,Fire Department,48,31.63,R,A
Asian,F,Parks & Recreation,33,16.11,T,A
Asian,M,Seattle Dept of Transportation,27,39.73,T,A
Asian,M,Fire Department,46,48.45,R,A
Asian,M,Parks & Recreation,63,26.09,R,A
Asian,F,Information Technology,19,16.56,T,A
Asian,F,Seattle Public Utilities,61,35.7,R,A
Asian,F,Seattle Public Library,49,26.61,R,A
Asian,F,Seattle Public Library,33,33.32,R,A
Asian,F,Information Technology,35,59,R,A
Asian,F,Seattle Dept of Transportation,23,22.59,T,A
Asian,F,Parks & Recreation,63,26.09,R,A
Asian,M,Parks & Recreation,33,19.31,R,A
Asian,M,Seattle City Light,47,63.58,R,A
Asian,F,Parks & Recreation,21,18.26,R,A
Asian,M,Fire Department,46,39.76,R,A
Asian,F,Police Department,38,67.05,R,A
Asian,F,Information Technology,51,54.686,R,A
Asian,M,Seattle Public Utilities,28,28.84,T,A
Asian,M,Seattle Public Library,29,21.32,R,A
Asian,F,Information Technology,64,55.392,R,A
Asian,F,Seattle City Light,26,16.14,R,A
Asian,M,Human Services Department,17,16,T,A
Asian,M,Seattle Center,17,16.56,T,A
Asian,F,Seattle Public Library,27,28.84,R,A
Asian,F,Seattle City Light,58,48.09,R,A
Asian,M,Police Department,48,26.87,R,A
Asian,F,Seattle City Light,44,38.98,R,A
Asian,M,Immigrant & Refugee Affairs,43,43.304,R,A
Asian,M,Seattle City Light,40,27.49,R,A
Asian,F,Law Department,40,29.89,R,A
Asian,F,Human Services Department,44,74,R,A
Asian,F,Seattle Public Library,58,26.61,R,A
Asian,M,Fire Department,35,51.68,R,A
Asian,F,Finance & Admin Services,31,39.67,R,A
Asian,M,Seattle City Light,39,39.86,R,A
Asian,M,Seattle City Light,64,54.434,R,A
Asian,F,Seattle Public Library,26,24.71,R,A
Asian,F,Office of Housing,33,42.92,R,A
Asian,F,Parks & Recreation,19,16.92,T,A
Asian,F,Seattle Public Utilities,51,50.91,R,A
Asian,F,Seattle Dept of Transportation,26,45.45,R,A
Asian,M,Seattle Public Library,17,16,R,A
Asian,F,Seattle City Light,40,25.84,R,A
Asian,F,Finance & Admin Services,28,28.74,R,A
Asian,F,Parks & Recreation,19,16.92,T,A
Asian,F,Seattle Public Library,29,23.01,R,A
Asian,M,Fire Department,44,49.37,R,A
Asian,F,Finance & Admin Services,42,50.9,R,A
Asian,M,Seattle City Light,42,59.49,R,A
Asian,F,Seattle Dept of Human Resource,31,36.13,T,A
Asian,F,Seattle Public Utilities,48,65.298,R,A
Asian,F,Legislative Department,65,35.43,R,A
Asian,F,Parks & Recreation,30,26.64,R,A
Asian,M,Seattle Dept of Transportation,22,28.49,R,A
Asian,M,Construction & Inspections,35,50.18,R,A
Asian,F,Seattle City Light,29,34.28,R,A
Asian,M,Seattle Public Utilities,53,31.33,R,A
Asian,F,Seattle Public Library,40,27.47,R,A
Asian,M,Construction & Inspections,19,20.07,T,A
Asian,F,Office of Housing,56,42.92,R,A
Asian,F,Human Services Department,20,16,T,A
Asian,M,Seattle Public Utilities,67,26.9,R,A
Asian,M,Seattle Public Utilities,40,40.34,R,A
Asian,M,Finance & Admin Services,53,42.92,R,A
Asian,F,Seattle Center,60,41.06,R,A
Asian,M,Police Department,46,67.29,R,A
Asian,M,Information Technology,60,50.141,R,A
Asian,F,Parks & Recreation,49,16.92,T,A
Asian,M,Seattle Dept of Transportation,48,27.18,R,A
Asian,F,Seattle Public Utilities,50,30.01,R,A
Asian,F,Human Services Department,18,16,T,A
Asian,M,Parks & Recreation,60,25.17,R,A
Asian,F,Human Services Department,17,16,T,A
Asian,M,Human Services Department,20,16,T,A
Asian,M,Seattle City Light,38,62.5769,R,A
Asian,M,Seattle City Light,46,67,R,A
Asian,F,Seattle Dept of Transportation,44,61,R,A
Asian,M,Parks & Recreation,27,25.17,T,A
Asian,F,Seattle Public Library,18,17.01,R,A
Asian,M,Seattle Public Utilities,58,31.33,R,A
Asian,M,Seattle Public Library,18,17.01,R,A
Asian,F,Seattle Center,66,22.19,T,A
Asian,M,Parks & Recreation,32,33.78,T,A
Asian,F,Municipal Court,43,27.18,R,A
Asian,M,Human Services Department,16,16,T,A
Asian,F,Human Services Department,18,16,T,A
Asian,M,Finance & Admin Services,26,22.76,R,A
Asian,M,Seattle Dept of Transportation,61,45.45,R,A
Asian,M,Seattle City Light,59,50.36,R,A
Asian,M,Seattle Public Utilities,54,29.56,R,A
Asian,F,Seattle Public Library,49,38.6,R,A
Asian,M,Seattle Public Utilities,62,34.48,R,A
Asian,M,Human Services Department,20,16,T,A
Asian,M,Mayor's Office,43,50.4618,R,A
Asian,M,Human Services Department,30,30.39,R,A
Asian,F,Seattle Center,32,26.09,R,A
Asian,M,Parks & Recreation,27,27.63,R,A
Asian,F,Police Department,61,36.13,T,A
Asian,M,Seattle City Light,65,34.45,R,A
Asian,M,Seattle Center,63,25.17,R,A
Asian,M,Human Services Department,48,27.18,R,A
Asian,F,Municipal Court,50,27.18,R,A
Asian,M,Police Department,52,27.63,T,A
Asian,F,Human Services Department,59,31.04,R,A
Asian,M,Seattle City Light,36,43.14,R,A
Asian,M,Ethics & Elections Commission,43,51.73,R,A
Asian,F,Information Technology,54,55.392,R,A
Asian,M,Seattle Dept of Transportation,61,30.76,R,A
Asian,M,Seattle Public Utilities,31,30.74,R,A
Asian,M,Police Department,58,61.79,R,A
Asian,M,Information Technology,64,61.65,T,A
Asian,F,Parks & Recreation,41,47.426,R,A
Asian,M,Information Technology,37,62.678,R,A
Asian,F,Seattle Public Utilities,32,42.92,R,A
Asian,M,Seattle Public Library,25,23.46,R,A
Asian,F,Human Services Department,22,16,T,A
Asian,F,Seattle Dept of Transportation,25,16.14,R,A
Asian,M,Human Services Department,17,16,T,A
Asian,F,Sustainability & Environment,39,50.5,R,A
Asian,M,Police Department,51,83.81,R,A
Asian,M,Parks & Recreation,20,16.92,T,A
Asian,M,Human Services Department,54,46.13,R,A
Asian,M,Seattle Dept of Transportation,46,51.65,R,A
Asian,F,Seattle Dept of Transportation,47,60,R,A
Asian,F,Seattle Dept of Transportation,42,44.57,T,A
Asian,M,Seattle Public Utilities,31,43.68,R,A
Asian,M,Information Technology,38,47.38,R,A
Asian,F,Human Services Department,31,29.89,R,A
Asian,F,Seattle Dept of Transportation,22,32.94,T,A
Asian,M,Seattle Public Library,39,27.72,R,A
Asian,F,Seattle Center,25,16.56,T,A
Asian,M,Construction & Inspections,51,49.68,R,A
Asian,F,Seattle Public Utilities,52,58.53,R,A
Asian,F,Seattle Public Library,57,39.95,R,A
Asian,M,Parks & Recreation,17,20.48,T,A
Asian,F,Seattle Public Utilities,63,29.89,R,A
Asian,F,Municipal Court,28,25.17,R,A
Asian,M,Information Technology,59,60.122,R,A
Asian,F,Education & Early Learning,48,32.81,R,A
Asian,F,Human Services Department,18,16,T,A
Asian,M,Seattle Dept of Transportation,36,41.26,T,A
Asian,F,Seattle City Light,48,25.17,T,A
Asian,F,Seattle City Light,51,27.49,R,A
Asian,M,Seattle Public Library,61,30.91,R,A
Asian,M,Seattle City Light,28,37.59,R,A
Asian,F,Law Department,53,34.07,R,A
Asian,F,Police Department,46,29.29,R,A
Asian,M,Seattle Public Utilities,55,46,R,A
Asian,F,Information Technology,53,40.48,R,A
Asian,F,Seattle City Light,47,53.87,R,A
Asian,M,Seattle City Light,31,28.94,R,A
Asian,F,Human Services Department,19,16,T,A
Asian,F,Information Technology,24,43,T,A
Asian,M,Seattle Public Utilities,34,52.55,R,A
Asian,F,Human Services Department,17,16,T,A
Asian,M,Parks & Recreation,54,16.11,T,A
Asian,M,Finance & Admin Services,55,35.43,R,A
Asian,M,Parks & Recreation,20,16.11,T,A
Asian,M,Parks & Recreation,30,16.11,T,A
Asian,F,Parks & Recreation,27,18,T,A
Asian,M,Police Department,33,52.85,R,A
Asian,F,Information Technology,31,65,R,A
Asian,F,Human Services Department,48,44.57,R,A
Asian,F,Finance & Admin Services,48,44.45,R,A
Asian,M,Information Technology,42,56.027,R,A
Asian,M,Seattle Public Utilities,62,31.33,R,A
Asian,M,Police Department,29,46.43,R,A
Asian,M,Seattle Public Utilities,26,35.62,R,A
Asian,F,Parks & Recreation,26,24.28,T,A
Asian,M,Information Technology,32,44.743,R,A
Asian,M,Seattle Dept of Transportation,54,47.18,R,A
Asian,M,Parks & Recreation,17,16.92,T,A
Asian,M,Seattle Dept of Transportation,34,34.91,R,A
Asian,M,Seattle Public Utilities,61,50.18,R,A
Asian,M,Seattle Public Utilities,24,23.32,T,A
Asian,F,Education & Early Learning,58,25.17,R,A
Asian,F,Seattle Public Library,46,24.71,R,A
Asian,F,Information Technology,47,61.65,R,A
Asian,F,Seattle Center,51,16.11,T,A
Asian,F,Seattle Public Library,64,23.54,R,A
Asian,M,Parks & Recreation,62,56.89,R,A
Asian,M,Seattle Center,60,31.26,T,A
Asian,F,Seattle Public Library,55,39.95,R,A
Asian,F,Seattle Public Utilities,57,62.259,R,A
Asian,M,Police Department,30,28.99,R,A
Asian,F,Seattle Public Library,29,23.01,R,A
Asian,F,Seattle Public Library,34,23.46,R,A
Asian,M,Seattle Public Utilities,53,35.16,R,A
Asian,F,Parks & Recreation,18,16.92,T,A
Asian,M,Human Services Department,16,16,T,A
Asian,F,Seattle Public Library,38,24.71,R,A
Asian,M,Seattle Public Utilities,51,31.33,R,A
Asian,F,Human Services Department,16,16,T,A
Asian,F,Human Services Department,17,16,T,A
Asian,M,Seattle Center,41,23.58,R,A
Asian,F,Parks & Recreation,22,16.56,T,A
Asian,M,Seattle Center,35,22.19,T,A
Asian,M,Information Technology,46,55.73,R,A
Asian,F,Seattle Dept of Transportation,19,16.56,T,A
Asian,M,Parks & Recreation,16,22.08,T,A
Asian,M,Seattle Dept of Transportation,35,16.56,T,A
Asian,M,Police Department,57,61.79,R,A
Asian,M,Finance & Admin Services,53,38.56,R,A
Asian,M,Information Technology,55,56.264,R,A
Asian,M,Seattle Dept of Transportation,45,27.18,R,A
Asian,M,Seattle Dept of Transportation,23,22.59,T,A
Asian,M,Parks & Recreation,52,28.49,R,A
Asian,F,Seattle Public Utilities,46,46.61,R,A
Asian,M,Police Department,53,53.522,R,A
Asian,M,Seattle Dept of Transportation,42,26.09,R,A
Asian,F,Information Technology,49,53.488,R,A
Asian,M,Human Services Department,48,27.18,R,A
Asian,M,Information Technology,45,53.56,R,A
Asian,M,Human Services Department,44,34.07,R,A
Asian,M,Seattle Dept of Transportation,65,31,R,A
Asian,M,Seattle Public Utilities,43,44.51,R,A
Asian,M,Parks & Recreation,38,46.13,R,A
Asian,M,Police Department,52,60,R,A
Asian,F,Seattle Center,67,16.11,T,A
Asian,F,Seattle Center,21,16.56,T,A
Asian,M,Seattle Center,56,56.95,R,A
Asian,M,Seattle City Light,34,62.26,R,A
Asian,F,Legislative Department,35,58.8802,R,A
Asian,M,Information Technology,47,49.28,R,A
Asian,M,Seattle Center,56,42.13,R,A
Asian,M,Parks & Recreation,47,25.62,R,A
Asian,F,Seattle Public Utilities,56,48.09,R,A
Asian,F,Human Services Department,29,36.13,R,A
Asian,F,Seattle Dept of Transportation,53,63.1,R,A
Asian,M,Seattle City Light,59,48.09,R,A
Asian,M,Seattle Public Utilities,30,50.27,R,A
Asian,F,Human Services Department,44,27.63,R,A
Asian,F,Seattle Public Utilities,56,137.788,R,A
Asian,M,Seattle Public Utilities,45,58.53,R,A
Asian,M,Seattle Center,58,22.19,T,A
Asian,F,Parks & Recreation,20,16.92,T,A
Asian,F,Seattle City Light,61,44.51,R,A
Asian,F,Finance & Admin Services,61,46.13,R,A
Asian,M,Police Department,23,41.83,R,A
Asian,F,Seattle Center,46,21.61,R,A
Asian,M,Seattle City Light,60,52.83,R,A
Asian,F,Education & Early Learning,31,33.45,R,A
Asian,M,Seattle Dept of Transportation,43,63.1,R,A
Asian,F,Community Police Commission,33,44.5402,R,A
Asian,M,Seattle Public Utilities,57,62.264,R,A
Asian,M,Seattle City Light,56,54.64,R,A
Asian,F,Seattle Public Library,29,31.74,R,A
Asian,F,Municipal Court,49,51.61,R,A
Asian,M,Fire Department,29,32.73,R,A
Asian,M,Information Technology,31,43.44,R,A
Asian,F,Human Services Department,51,46.13,R,A
Asian,M,Fire Department,50,83.09,R,A
Asian,M,Police Department,56,61.8,R,A
Asian,F,Parks & Recreation,54,35.7,R,A
Asian,F,Police Department,39,60.351,R,A
Asian,F,Human Services Department,24,32.81,T,A
Asian,M,Seattle Public Utilities,47,74.155,R,A
Asian,F,Seattle City Light,36,50.42,R,A
Asian,F,Human Services Department,16,16,T,A
Asian,F,Law Department,33,33.45,R,A
Asian,M,Seattle Public Utilities,56,54.9,R,A
Asian,M,Seattle Public Utilities,30,30.74,R,A
Asian,F,Police Department,64,25.17,R,A
Asian,F,Office of Economic Development,56,62.18,R,A
Asian,F,Immigrant & Refugee Affairs,49,68.007,R,A
Asian,M,Seattle Dept of Transportation,62,31.51,R,A
Asian,M,Construction & Inspections,42,49.68,R,A
Asian,M,Seattle City Light,60,60.71,R,A
Asian,F,Employees' Retirement System,31,58.765,R,A
Asian,M,Information Technology,61,63.705,R,A
Asian,M,Police Department,46,57.2,R,A
Asian,M,Fire Department,49,42.53,R,A
Asian,M,Fire Department,41,38.28,R,A
Asian,M,Human Services Department,56,27.18,R,A
Asian,F,Police Department,35,30.32,R,A
Asian,F,Finance & Admin Services,64,25.17,R,A
Asian,M,Human Services Department,28,32.81,T,A
Asian,M,Sustainability & Environment,32,46.35,R,A
Asian,F,Seattle Public Utilities,62,59.294,R,A
Asian,F,Human Services Department,16,16,T,A
Asian,F,Seattle Dept of Transportation,37,58.53,R,A
Asian,M,Municipal Court,23,31.63,T,A
Asian,M,Seattle Center,57,22.19,T,A
Asian,M,Information Technology,59,50.517,R,A
Asian,F,Seattle Dept of Human Resource,37,48.87,R,A
Asian,F,Seattle Center,41,27.18,R,A
Asian,M,Finance & Admin Services,53,27.18,R,A
Asian,M,Seattle Dept of Transportation,53,63.1,R,A
Asian,M,Parks & Recreation,22,22.19,T,A
Asian,F,Human Services Department,17,16,T,A
Asian,F,Seattle Public Utilities,57,30.47,R,L
Asian,F,Seattle City Light,60,40.48,R,A
Asian,F,Legislative Department,50,32.17,T,A
Asian,F,Human Services Department,20,16,T,A
Asian,M,Fire Department,50,42.53,R,A
Asian,F,Seattle City Light,41,42,R,A
Asian,M,Police Department,54,58.46,R,A
Asian,M,Parks & Recreation,59,26.09,R,A
Asian,F,Finance & Admin Services,39,43.566,R,A
Asian,F,Parks & Recreation,27,22.19,T,A
Asian,M,Seattle Public Utilities,50,35.16,R,A
Asian,F,Information Technology,46,53.045,R,A
Asian,M,Parks & Recreation,52,26.09,R,A
Asian,M,Police Department,41,64.64,R,A
Asian,M,Seattle Public Utilities,64,33.78,R,A
Asian,F,Information Technology,25,45.5,R,A
Asian,M,Seattle City Light,55,40.37,R,A
Asian,M,Seattle City Light,48,59.7679,R,A
Asian,M,Parks & Recreation,51,41.84,R,A
Asian,M,Seattle Center,66,25.17,R,A
Asian,M,Police Department,53,74.35,R,A
Asian,M,Police Department,55,60.26,R,A
Asian,F,Arts & Culture,23,16.56,T,A
Asian,M,Seattle City Light,33,50.91,R,A
Asian,M,Seattle Public Utilities,57,44.51,R,A
Asian,F,Seattle City Light,34,36.13,R,A
Asian,M,Seattle City Light,41,55.33,R,A
Asian,F,Information Technology,47,58.98,R,A
Asian,F,Law Department,35,36.13,R,A
Asian,F,Human Services Department,61,29.89,R,A
Asian,M,Finance & Admin Services,60,35.89,R,A
Asian,M,Information Technology,29,54.7,R,A
Asian,F,Seattle Public Utilities,27,25.24,R,A
Asian,F,Office of Labor Standards,31,46,R,A
Asian,F,Finance & Admin Services,30,20.91,R,A
Asian,M,Parks & Recreation,44,22.19,T,A
Asian,F,City Budget Office,44,44.57,R,A
Asian,M,Seattle Public Utilities,49,29.56,R,A
